rank,symbol,name,exchange,sector,cap_bucket,return_pct_final,close,scorecard,vcp_quality,vcp_status,pd_zone,structure_D,octave,ind_score_40,struct_score_25,vcp_score_20,gann_score_15,TOTAL_100,tier,audit
317,ASTRAMICRO,Astra Microwave Products Limited,NSE,Technology,,89.73,1720.8,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),20,17,8,5,50,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5
318,GANECOS,Ganesha Ecosphere Limited,NSE,Consumer Cyclical,,72.61,1203.15,BULLISH,No VCP,BROKEN OUT (fresh),Premium,bearish (LH/LL),5/8,11,17,10,12,50,TIER 3,A_obv_up:3;A_cci_above0:2;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;C_chart_pattern:3;D_above_1x1:5;D_time_cycle:4;D_room_to_run:3
319,IRISDOREME,Iris Clothings Limited,NSE,Consumer Cyclical,,46.44,46.54,BULLISH,No VCP,BROKEN OUT (fresh),Premium,bullish (HH/HL),8/8 (52w high),21,17,7,5,50,TIER 3,A_obv_up:3;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5
320,DECNGOLD,Deccan Gold Mines Limited,NSE,,,60.36,192.75,NEUTRAL,No VCP,forming / still basing,Premium,ranging,6/8 (75%),15,12,8,15,50,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_supertrend_green:3;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
321,OMAXAUTO,Omax Autos Limited,NSE,Consumer Cyclical,,142.08,228.38,BULLISH,No VCP,forming / still basing,Premium,ranging,7/8 (exhaustion),25,12,8,5,50,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_fvg:4;B_liq_swept:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5
322,BLISSGVS,Bliss GVS Pharma Limited,NSE,Healthcare,,208.22,483.5,NEUTRAL,No VCP,forming / still basing,Premium,ranging,7/8 (exhaustion),23,17,5,5,50,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_mfi_rising_low:3;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_discount_or_demand:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5
323,LOKESHMACH,Lokesh Machines Limited,NSE,Industrials,,100.66,329.85,BULLISH,Moderate VCP,AT PIVOT (actionable),Premium,bullish (HH/HL),8/8 (52w high),13,12,20,5,50,TIER 3,A_stoch_cross_oversold:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_valid_vcp:8;C_3rd_leg:7;C_vdu:5;C_chart_pattern:3;D_above_1x1:5
324,AYMSYNTEX,AYM Syntex Limited,NSE,Consumer Cyclical,,62.04,244.91,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),6/8 (75%),18,17,0,15,50,TIER 3,A_rsi_45_65:5;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
325,SFL,Sheela Foam Limited,NSE,Consumer Cyclical,,40.41,761.1,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),25,17,3,5,50,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_fvg:4;B_supply_cleared:3;C_chart_pattern:3;D_above_1x1:5
326,ELGIRUBCO,Elgi Rubber Company Limited,NSE,Consumer Cyclical,,50.54,61.84,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),5/8,25,17,0,8,50,TIER 3,A_stoch_cross_oversold:3;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;D_above_1x1:5;D_room_to_run:3
327,NACLIND,NACL Industries Limited,NSE,Basic Materials,,26.62,213.45,BULLISH,No VCP,forming / still basing,Premium,ranging,4/8 (50%),23,9,3,15,50,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_fvg:4;C_chart_pattern:3;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
328,STOVEKRAFT,Stove Kraft Limited,NSE,Consumer Cyclical,,56.18,773.25,BULLISH,Moderate VCP,forming / still basing,Premium,ranging,7/8 (exhaustion),20,12,13,5,50,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_valid_vcp:8;C_vdu:5;D_above_1x1:5
329,BUILDPRO,Shankara Buildpro Limited,NSE,Consumer Cyclical,,78.4,1233.4,BULLISH,No VCP,forming / still basing,Premium,ranging,7/8 (exhaustion),20,17,3,9,49,EXCLUDE,A_rsi_45_65:5;A_obv_up:3;A_cci_above0:2;A_adx_20_28:4;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_chart_pattern:3;D_above_1x1:5;D_time_cycle:4
330,KPRMILL,K.P.R. Mill Limited,NSE,Consumer Cyclical,,36.17,1140.3,MILD BULLISH,No VCP,forming / still basing,Premium,ranging,6/8 (75%),17,12,5,15,49,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_ema_aligned:5;A_supertrend_green:3;B_discount_or_demand:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
331,MACPOWER,Macpower CNC Machines Limited,NSE,Industrials,,54.36,1326.7,BULLISH,No VCP,forming / still basing,Premium,ranging,7/8 (exhaustion),19,17,8,5,49,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5
332,ADANIGREEN,Adani Green Energy Limited,NSE,Utilities,,67.41,1513.9,MILD BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),23,17,0,9,49,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_mfi_rising_low:3;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_fvg:4;B_supply_cleared:3;D_above_1x1:5;D_time_cycle:4
333,AVADHSUGAR,Avadh Sugar & Energy Limited,NSE,Consumer Defensive,,65.45,533.9,BULLISH,No VCP,AT PIVOT (actionable),Premium,ranging,8/8 (52w high),16,17,7,9,49,EXCLUDE,A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5;D_time_cycle:4
334,MOSCHIP,Moschip Technologies Limited,NSE,Technology,,32.63,240.1,BULLISH,No VCP,extended past pivot,Premium,ranging,6/8 (75%),21,17,0,11,49,EXCLUDE,A_rsi_45_65:5;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
335,UNIMECH,Unimech Aerospace and Manufacturing Limited,NSE,Industrials,,42.94,1282.8,BULLISH,No VCP,BROKEN OUT (fresh),Premium,bullish (HH/HL),8/8 (52w high),25,12,7,5,49,EXCLUDE,A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5
336,CLEANMAX,Clean Max Enviro Energy Solutions Limited,NSE,Utilities,,47.2,1262.2,MILD BEARISH,No VCP,forming / still basing,Premium,ranging,6/8 (75%),21,12,5,11,49,EXCLUDE,A_rsi_45_65:5;A_stoch_cross_oversold:3;A_bb_squeeze:4;A_obv_up:3;A_mfi_rising_low:3;A_supertrend_green:3;B_discount_or_demand:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
337,VIPULLTD,Vipul Limited,NSE,Real Estate,,26.13,15.64,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),6/8 (75%),18,17,3,11,49,EXCLUDE,A_rsi_45_65:5;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_chart_pattern:3;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
338,UFBL,United Foodbrands Limited,NSE,Consumer Cyclical,,283.55,701.9,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),8/8 (52w high),22,17,5,5,49,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5
339,PFOCUS,Prime Focus Limited,NSE,Communication Services,,32.09,289.47,BULLISH,No VCP,extended past pivot,Equilibrium,ranging,6/8 (75%),21,22,0,6,49,EXCLUDE,A_obv_up:3;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;D_octave_key:3;D_room_to_run:3
340,TRIVENI,Triveni Engineering & Industries Limited,NSE,Consumer Defensive,,41.77,472.15,BULLISH,No VCP,AT PIVOT (actionable),Premium,bullish (HH/HL),8/8 (52w high),16,17,7,9,49,EXCLUDE,A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5;D_time_cycle:4
341,SYRMA,Syrma SGS Technology Limited,NSE,Technology,,103.6,1359.1,MILD BULLISH,No VCP,forming / still basing,Premium,bearish (LH/LL),7/8 (exhaustion),20,15,5,9,49,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_fvg:4;B_liq_swept:3;B_supply_cleared:3;C_vdu:5;D_above_1x1:5;D_time_cycle:4
342,UNICHEMLAB,Unichem Laboratories Limited,NSE,Healthcare,,53.24,589.05,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),19,17,8,5,49,EXCLUDE,A_stoch_cross_oversold:3;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5
343,QPOWER,Quality Power Electrical Equipments Limited,NSE,Industrials,,74.28,1163.0,NEUTRAL,No VCP,forming / still basing,Premium,bullish (HH/HL),6/8 (75%),20,9,5,15,49,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_mfi_rising_low:3;A_ema_aligned:5;B_bull_bos:5;B_fvg:4;C_vdu:5;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
344,PPAP,PPAP Automotive Limited,NSE,Consumer Cyclical,,46.42,296.52,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),5/8,21,17,3,8,49,EXCLUDE,A_rsi_45_65:5;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_chart_pattern:3;D_above_1x1:5;D_room_to_run:3
345,BODALCHEM,Bodal Chemicals Limited,NSE,Basic Materials,,34.45,64.16,NEUTRAL,No VCP,forming / still basing,Equilibrium,ranging,5/8,26,7,8,8,49,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_mfi_rising_low:3;A_cci_above0:2;A_macd_bull:5;A_adx_20_28:4;A_atr_expanding:3;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5;D_room_to_run:3
346,AEROENTER,Aeroflex Enterprises Limited,NSE,Basic Materials,,44.66,117.46,NEUTRAL,No VCP,forming / still basing,Premium,ranging,6/8 (75%),16,17,5,11,49,EXCLUDE,A_bb_squeeze:4;A_mfi_rising_low:3;A_ema_aligned:5;A_adx_20_28:4;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
347,HUHTAMAKI,Huhtamaki India Limited,NSE,Consumer Cyclical,,28.05,237.44,BULLISH,No VCP,extended past pivot,Premium,bullish (HH/HL),6/8 (75%),21,17,0,11,49,EXCLUDE,A_obv_up:3;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
348,DIVGIITTS,Divgi Torqtransfer Systems Limited,NSE,Consumer Cyclical,,53.34,913.5,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),6/8 (75%),13,17,8,11,49,EXCLUDE,A_rsi_45_65:5;A_ema_aligned:5;A_supertrend_green:3;B_discount_or_demand:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
349,SOTL,Savita Oil Technologies Limited,NSE,Basic Materials,,64.82,580.25,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),22,17,5,5,49,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5
350,MANGLMCEM,Mangalam Cement Limited,NSE,Basic Materials,,31.84,986.6,BULLISH,No VCP,BROKEN OUT (fresh),Premium,bullish (HH/HL),8/8 (52w high),20,17,7,5,49,EXCLUDE,A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5
351,539682,Mobavenue AI Tech Ltd,BSE,,,33.03,307.0,BULLISH,No VCP,forming / still basing,Premium,ranging,6/8 (75%),18,12,8,11,49,EXCLUDE,A_rsi_45_65:5;A_mfi_rising_low:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
352,SHADOWFAX,Shadowfax Technologies Limited,NSE,Industrials,,109.39,223.25,NEUTRAL,No VCP,AT PIVOT (actionable),Premium,bullish (HH/HL),7/8 (exhaustion),25,7,7,9,48,EXCLUDE,A_rsi_45_65:5;A_stoch_cross_oversold:3;A_bb_squeeze:4;A_mfi_rising_low:3;A_adx_20_28:4;A_supertrend_green:3;A_atr_expanding:3;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5;D_time_cycle:4
353,ICIL,Indo Count Industries Limited,NSE,Consumer Cyclical,,62.24,389.3,NEUTRAL,No VCP,forming / still basing,Premium,bullish (HH/HL),6/8 (75%),20,12,5,11,48,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_mfi_rising_low:3;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
354,WOCKPHARMA,Wockhardt Limited,NSE,Healthcare,,38.13,1900.7,NEUTRAL,No VCP,forming / still basing,Premium,bearish (LH/LL),5/8,20,12,8,8,48,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_mfi_rising_low:3;A_ema_aligned:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5;D_room_to_run:3
355,PRADPME,Pradeep Metals Limited,NSE,,,45.34,546.7,NEUTRAL,No VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),17,17,5,9,48,EXCLUDE,A_rsi_45_65:5;A_stoch_cross_oversold:3;A_bb_squeeze:4;A_mfi_rising_low:3;A_cci_above0:2;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5;D_time_cycle:4
356,WHEELS,Wheels India Limited,NSE,Consumer Cyclical,,93.74,1472.1,MILD BULLISH,No VCP,forming / still basing,Premium,ranging,6/8 (75%),19,9,5,15,48,EXCLUDE,A_bb_squeeze:4;A_obv_up:3;A_mfi_rising_low:3;A_ema_aligned:5;A_adx_20_28:4;B_discount_or_demand:5;B_fvg:4;C_vdu:5;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
357,ELPROINTL,Elpro International Limited,NSE,,,62.43,174.63,NEUTRAL,No VCP,BROKEN OUT (fresh),Premium,ranging,8/8 (52w high),15,12,12,9,48,EXCLUDE,A_stoch_cross_oversold:3;A_bb_squeeze:4;A_cci_above0:2;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;C_vdu:5;D_above_1x1:5;D_time_cycle:4
358,GRANDOAK,Grand Oak Canyons Distillery Limited,NSE,,,52.98,44.21,BEARISH,No VCP,forming / still basing,Premium,ranging,6/8 (75%),16,12,5,15,48,EXCLUDE,A_rsi_45_65:5;A_stoch_cross_oversold:3;A_bb_squeeze:4;A_adx_20_28:4;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
359,NIITLTD,NIIT Limited,NSE,Consumer Defensive,,26.11,97.17,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),5/8,20,12,8,8,48,EXCLUDE,A_rsi_45_65:5;A_stoch_cross_oversold:3;A_bb_squeeze:4;A_ema_aligned:5;A_supertrend_green:3;B_discount_or_demand:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5;D_room_to_run:3
360,IBULLSLTD,Indiabulls Limited,NSE,Real Estate,,131.0,28.99,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),22,17,0,9,48,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;D_above_1x1:5;D_time_cycle:4
361,GRANULES,Granules India Limited,NSE,Healthcare,,54.17,880.8,BULLISH,Moderate VCP,extended past pivot,Premium,bullish (HH/HL),8/8 (52w high),13,17,13,5,48,EXCLUDE,A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_valid_vcp:8;C_vdu:5;D_above_1x1:5
362,WEBELSOLAR,Websol Energy System Limited,NSE,Technology,,33.55,104.29,BULLISH,No VCP,forming / still basing,Premium,ranging,5/8,24,7,5,12,48,EXCLUDE,A_rsi_45_65:5;A_stoch_cross_oversold:3;A_bb_squeeze:4;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;B_fvg:4;B_liq_swept:3;C_vdu:5;D_above_1x1:5;D_time_cycle:4;D_room_to_run:3
363,SMSPHARMA,SMS Pharmaceuticals Limited,NSE,Healthcare,,25.22,387.75,MILD BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),6/8 (75%),17,17,8,6,48,EXCLUDE,A_rsi_45_65:5;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;B_bull_bos:5;B_discount_or_demand:5;B_fvg:4;B_liq_swept:3;C_vdu:5;C_chart_pattern:3;D_octave_key:3;D_room_to_run:3
364,LANDMARK,Landmark Cars Limited,NSE,Consumer Cyclical,,38.98,526.25,BULLISH,No VCP,extended past pivot,Premium,bearish (LH/LL),5/8,16,20,0,12,48,EXCLUDE,A_obv_up:3;A_cci_above0:2;A_macd_bull:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_liq_swept:3;B_supply_cleared:3;D_above_1x1:5;D_time_cycle:4;D_room_to_run:3
365,506597,Amal Ltd,BSE,,,46.09,752.15,BULLISH,No VCP,extended past pivot,Premium,bullish (HH/HL),4/8 (50%),20,17,0,11,48,EXCLUDE,A_obv_up:3;A_cci_above0:2;A_macd_bull:5;A_adx_20_28:4;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
366,AURUM,Aurum PropTech Limited,NSE,Real Estate,,26.34,239.28,BULLISH,No VCP,BROKEN OUT (fresh),Premium,bullish (HH/HL),7/8 (exhaustion),21,12,10,5,48,EXCLUDE,A_obv_up:3;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;C_chart_pattern:3;D_above_1x1:5
367,VIJAYA,Vijaya Diagnostic Centre Limited,NSE,Healthcare,,35.98,1341.3,BULLISH,No VCP,AT PIVOT (actionable),Premium,bullish (HH/HL),7/8 (exhaustion),26,10,7,5,48,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_cci_above0:2;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;A_atr_expanding:3;B_fvg:4;B_liq_swept:3;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5
368,KPL,Kwality Pharmaceuticals Limited,NSE,,,64.58,2702.0,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),17,17,5,9,48,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5;D_time_cycle:4
369,AZAD,Azad Engineering Limited,NSE,Industrials,,59.03,2329.7,BULLISH,No VCP,forming / still basing,Premium,ranging,7/8 (exhaustion),25,17,0,5,47,EXCLUDE,A_rsi_45_65:5;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_fvg:4;B_supply_cleared:3;D_above_1x1:5
370,538668,Meghna Infracon Infrastructure Ltd,BSE,,,27.24,741.05,MILD BULLISH,No VCP,AT PIVOT (actionable),Premium,ranging,7/8 (exhaustion),21,9,12,5,47,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;B_ob_support:5;B_fvg:4;C_3rd_leg:7;C_vdu:5;D_above_1x1:5
371,WANBURY,Wanbury Limited,NSE,Healthcare,,67.3,332.2,BULLISH,No VCP,extended past pivot,Premium,bullish (HH/HL),7/8 (exhaustion),16,22,0,9,47,EXCLUDE,A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;D_above_1x1:5;D_time_cycle:4
372,EXIDEIND,Exide Industries Limited,NSE,Consumer Cyclical,,30.2,435.2,BULLISH,No VCP,BROKEN OUT (fresh),Premium,ranging,8/8 (52w high),18,17,7,5,47,EXCLUDE,A_obv_up:3;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5
373,RPTECH,Rashi Peripherals Limited,NSE,Technology,,108.0,734.45,MILD BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),20,17,5,5,47,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5
374,APARINDS,Apar Industries Limited,NSE,Industrials,,91.78,13836.0,NEUTRAL,No VCP,forming / still basing,Premium,bullish (HH/HL),6/8 (75%),15,9,8,15,47,EXCLUDE,A_stoch_cross_oversold:3;A_mfi_rising_low:3;A_ema_aligned:5;A_adx_20_28:4;B_discount_or_demand:5;B_fvg:4;C_vdu:5;C_chart_pattern:3;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
375,FEDERALBNK,The Federal Bank  Limited,NSE,Financial Services,,26.4,349.0,BULLISH,No VCP,BROKEN OUT (fresh),Premium,bullish (HH/HL),8/8 (52w high),23,12,7,5,47,EXCLUDE,A_stoch_cross_oversold:3;A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5
376,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,NSE,Industrials,,88.91,88.56,BULLISH,Moderate VCP,forming / still basing,Premium,ranging,8/8 (52w high),22,7,13,5,47,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;B_fvg:4;B_supply_cleared:3;C_valid_vcp:8;C_vdu:5;D_above_1x1:5
377,STEELCAS,Steelcast Limited,NSE,Basic Materials,,56.7,301.6,MILD BULLISH,No VCP,AT PIVOT (actionable),Premium,ranging,6/8 (75%),17,7,12,11,47,EXCLUDE,A_rsi_45_65:5;A_bb_squeeze:4;A_ema_aligned:5;A_supertrend_green:3;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;C_vdu:5;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
