symbol,bars,close,rsi,rsi_state,rsi_trend,rsi_div,stoch_k,stoch_d,stoch_cross,stoch_state,stoch_div,bb_pos,bb_width_pct,bb_squeeze,bb_state,ichi_price_cloud,ichi_tk,ichi_chikou,ichi_twist_ahead,cci,cci_state,williams_r,wr_state,obv_trend,obv_div,mfi,mfi_state,macd,macd_signal,macd_hist,macd_pos,macd_hist_state,macd_cross,macd_zero,ema20,ema50,ema200,ema_alignment,ema200_slope,px_vs_e20,px_vs_e50,px_vs_e200,adx,adx_regime,di,adx_dir,supertrend,supertrend_flip,atr,atr_pct,atr_state,vwap20,px_vs_vwap,vwap_dist_pct,pivot_P,pivot_R1,pivot_S1,wpivot_R1,wpivot_S1,px_vs_wpivot
ZIMLAB,351,121.0,56.3,neutral,rising,none,61.1,46.0,none,neutral,none,below_mid,11.76,True,contracting,above,bearish,above,none,10.7,above0,-36.6,neutral,rising,none,40.4,neutral,2.187,2.912,-0.725,below_signal,contracting_neg,none,above,118.72,110.92,91.58,bullish,rising,above,above,above,30.3,trending,+DI>-DI,falling,green_buy,none,4.02,3.33,contracting,122.64,below,-1.34,122.47,123.95,119.53,118.34,111.26,above_R1
RSWM,351,212.68,66.7,neutral,rising,none,82.3,82.6,bear,overbought,bullish,above_upper,14.56,True,expanding,above,bullish,above,none,190.5,strong_up,-20.9,neutral,rising,none,82.7,overbought,5.737,4.333,1.403,above_signal,expanding_pos,bull,above,200.15,189.02,165.96,bullish,rising,above,above,above,29.2,trending,+DI>-DI,rising,green_buy,none,9.37,4.41,expanding,201.87,above,5.35,214.28,218.4,208.55,206.46,188.56,above_R1
HSCL,352,741.55,68.9,neutral,rising,none,88.0,76.0,none,overbought,none,above_upper,14.91,True,expanding,above,bullish,above,none,254.8,strong_up,-2.7,overbought,rising,bullish,71.8,neutral,14.985,9.695,5.291,above_signal,expanding_pos,bull,above,675.6,642.99,545.45,bullish,rising,above,above,above,17.4,choppy,+DI>-DI,rising,green_buy,none,27.94,3.77,contracting,674.54,above,9.93,730.87,755.18,717.23,690.95,632.9,above_R2
543787,351,1143.7,52.0,neutral,rising,none,47.5,51.5,bear,neutral,none,above_mid,14.55,True,contracting,above,bullish,below,none,43.2,above0,-56.4,neutral,rising,none,55.0,neutral,8.279,8.224,0.055,above_signal,contracting_pos,bull,above,1135.16,1096.83,915.28,bullish,rising,above,above,above,10.2,choppy,+DI>-DI,falling,red_sell,none,57.4,5.02,contracting,1098.39,above,4.12,1149.57,1164.13,1129.13,1209.43,1099.63,mid_range
BLSE,352,274.37,73.2,overbought,falling,none,77.8,76.6,none,neutral,none,above_mid,29.63,False,expanding,above,bullish,above,none,82.9,above0,-20.7,neutral,rising,none,88.4,overbought,13.024,12.246,0.778,above_signal,contracting_pos,none,above,255.76,233.75,199.48,bullish,rising,above,above,above,58.1,trending,+DI>-DI,rising,green_buy,none,10.62,3.87,expanding,262.13,above,4.67,273.32,279.64,268.05,280.3,251.81,mid_range
THERMAX,351,4662.0,48.8,neutral,falling,none,26.7,18.6,bull,neutral,bullish,below_mid,16.34,True,expanding,inside,bearish,above,none,-68.4,below0,-64.7,neutral,flat,none,53.4,neutral,-30.469,7.089,-37.558,below_signal,contracting_neg,none,below,4701.52,4581.49,3865.34,bullish,rising,below,above,above,27.9,trending,-DI>+DI,falling,red_sell,sell_flip,195.45,4.19,contracting,4796.14,below,-2.8,4625.67,4706.33,4581.33,4935.17,4607.67,mid_range
CYIENTDLM,352,578.65,72.0,overbought,flat,none,85.0,77.9,bull,overbought,none,above_mid,31.38,False,expanding,above,bullish,above,none,145.4,strong_up,-16.0,overbought,rising,none,85.3,overbought,30.518,24.354,6.164,above_signal,expanding_pos,none,above,515.86,470.72,420.66,bullish,rising,above,above,above,50.3,trending,+DI>-DI,rising,green_buy,none,27.63,4.77,expanding,530.05,above,9.17,580.08,600.77,557.97,578.13,504.58,above_R1
AKUMS,350,664.95,60.2,neutral,flat,none,65.4,71.4,none,neutral,bearish,above_mid,18.41,False,expanding,above,bullish,above,none,35.0,above0,-52.5,neutral,rising,none,79.0,neutral,26.84,26.063,0.777,above_signal,contracting_pos,none,above,648.06,603.93,528.96,bullish,rising,above,above,above,48.2,trending,+DI>-DI,rising,green_buy,none,24.15,3.63,expanding,655.35,above,1.47,665.72,681.18,649.48,732.9,645.5,mid_range
WALCHANNAG,352,245.9,45.7,neutral,rising,none,41.9,41.1,none,neutral,none,below_mid,31.08,True,contracting,inside,bearish,above,bear,-42.7,below0,-61.7,neutral,rising,bullish,32.3,neutral,-3.005,-1.507,-1.498,below_signal,contracting_neg,none,below,253.76,247.72,211.83,bullish,rising,below,below,above,19.9,choppy,-DI>+DI,falling,red_sell,none,14.83,6.03,contracting,261.01,below,-5.79,247.35,253.5,239.75,275.62,235.72,mid_range
ABB,352,7506.0,63.5,neutral,rising,none,77.4,63.1,none,neutral,bullish,above_upper,12.77,True,expanding,above,bearish,above,bull,235.5,strong_up,-34.6,neutral,rising,bullish,69.4,neutral,81.105,18.313,62.793,above_signal,expanding_pos,bull,above,7074.79,6955.43,6276.6,bullish,rising,above,above,above,16.3,choppy,+DI>-DI,rising,green_buy,none,227.7,3.03,expanding,7218.23,above,3.99,7565.83,7646.67,7425.17,7053.67,6671.67,above_R2
PANACHE,350,431.0,56.2,neutral,falling,bearish,66.7,74.3,bear,neutral,bearish,above_mid,10.52,True,contracting,above,bullish,above,none,7.9,above0,-37.1,neutral,rising,bullish,48.7,neutral,13.588,15.731,-2.143,below_signal,expanding_neg,bear,above,425.17,397.25,347.28,bullish,rising,above,above,above,16.2,choppy,+DI>-DI,falling,green_buy,none,23.33,5.41,contracting,429.01,above,0.46,435.17,442.33,423.83,466.67,410.17,mid_range
SONACOMS,352,704.85,79.0,overbought,flat,none,89.9,85.4,bull,overbought,none,above_upper,16.58,False,expanding,above,bullish,above,none,106.4,strong_up,-3.6,overbought,rising,none,78.2,neutral,21.193,18.118,3.075,above_signal,expanding_pos,none,above,655.14,623.37,551.83,bullish,rising,above,above,above,50.0,trending,+DI>-DI,rising,green_buy,none,17.7,2.51,expanding,653.01,above,7.94,697.88,715.42,687.32,681.3,656.7,above_R2
STEELCAS,351,301.6,50.4,neutral,falling,none,31.2,32.3,none,neutral,none,below_mid,7.43,True,contracting,above,bearish,above,none,-28.1,below0,-80.9,oversold,falling,bullish,66.6,neutral,3.51,4.871,-1.361,below_signal,expanding_neg,bear,above,303.07,293.42,254.76,bullish,rising,below,above,above,33.1,trending,+DI>-DI,falling,green_buy,none,13.88,4.6,contracting,313.6,below,-3.83,302.1,308.05,295.65,327.42,300.12,mid_range
CGPOWER,352,905.0,46.2,neutral,flat,bearish,33.7,33.8,bear,neutral,bearish,below_mid,9.84,True,contracting,above,bearish,above,none,-60.9,below0,-80.9,oversold,rising,none,43.0,neutral,-0.354,4.053,-4.408,below_signal,expanding_neg,none,below,921.8,897.56,782.18,bullish,rising,below,above,above,16.5,choppy,-DI>+DI,falling,red_sell,none,26.67,2.95,contracting,925.6,below,-2.23,911.02,921.73,894.28,931.0,898.8,mid_range
MARKSANS,352,267.1,55.0,neutral,flat,bearish,64.2,66.9,bear,neutral,bearish,above_mid,9.64,True,contracting,above,bullish,above,none,11.3,above0,-60.2,neutral,rising,none,76.6,neutral,7.339,8.332,-0.993,below_signal,expanding_neg,none,above,265.1,246.78,211.9,bullish,rising,above,above,above,43.7,trending,+DI>-DI,falling,green_buy,none,10.52,3.94,contracting,267.78,below,-0.26,268.65,273.45,262.3,283.5,259.4,mid_range
TIMEX,61,534.0,56.2,neutral,falling,bearish,45.2,55.1,none,neutral,none,above_mid,17.37,True,contracting,n/a,n/a,n/a,n/a,13.8,above0,-69.9,neutral,rising,none,69.0,neutral,24.079,27.304,-3.225,below_signal,expanding_neg,bear,above,526.52,477.3,,n/a (short),n/a,above,above,n/a,45.2,trending,+DI>-DI,falling,green_buy,none,23.61,4.42,expanding,527.23,above,1.28,536.32,547.63,522.68,594.57,526.87,mid_range
STOVEKRAFT,351,773.25,62.3,neutral,falling,bearish,28.3,31.3,none,neutral,bearish,below_mid,7.9,True,contracting,above,bullish,above,none,-1.3,below0,-70.3,neutral,rising,none,61.0,neutral,28.941,36.361,-7.42,below_signal,expanding_neg,none,above,758.85,695.06,618.33,bullish,rising,above,above,above,52.3,trending,+DI>-DI,falling,green_buy,none,26.86,3.47,contracting,773.24,above,0.0,773.9,783.3,763.85,827.83,770.23,mid_range
VTL,352,636.55,50.0,neutral,falling,none,23.7,28.4,bear,neutral,none,below_mid,6.71,True,contracting,above,bearish,above,none,-43.9,below0,-75.7,neutral,falling,bullish,77.2,neutral,3.184,5.68,-2.496,below_signal,contracting_neg,none,above,639.05,623.5,544.83,bullish,rising,below,above,above,13.7,choppy,+DI>-DI,falling,green_buy,none,19.52,3.07,contracting,647.73,below,-1.73,636.33,641.77,631.12,676.1,608.1,mid_range
RAYMOND,352,604.75,54.6,neutral,falling,bearish,45.6,53.1,bear,neutral,bearish,above_mid,9.37,True,contracting,above,bullish,above,none,-6.0,below0,-61.4,neutral,falling,none,57.4,neutral,15.489,18.542,-3.053,below_signal,expanding_neg,bear,above,601.48,562.34,553.06,bullish,rising,above,above,above,38.9,trending,+DI>-DI,falling,green_buy,none,23.05,3.81,expanding,609.7,below,-0.81,603.57,614.13,594.18,650.93,601.53,mid_range
BHARATFORG,351,2190.5,64.6,neutral,falling,none,48.9,37.9,bull,neutral,none,above_upper,4.47,True,contracting,above,bullish,above,none,28.6,above0,-4.4,overbought,flat,none,44.7,neutral,33.847,39.269,-5.421,below_signal,contracting_neg,none,above,2108.63,2029.66,1728.27,bullish,rising,above,above,above,29.1,trending,+DI>-DI,falling,green_buy,none,59.51,2.72,expanding,2138.9,above,2.41,2162.73,2224.47,2128.77,2167.73,2074.63,above_R1
RML,352,1179.2,54.9,neutral,falling,bearish,58.4,68.1,none,neutral,bearish,below_mid,26.65,False,contracting,above,bullish,above,none,4.7,above0,-71.0,neutral,rising,none,86.0,overbought,66.603,76.233,-9.63,below_signal,expanding_neg,bear,above,1177.99,1059.39,886.93,bullish,rising,above,above,above,49.3,trending,+DI>-DI,falling,green_buy,none,53.54,4.54,expanding,1184.94,below,-0.48,1198.53,1223.07,1154.67,1353.77,1215.57,below_S1
SAILIFE,352,1272.0,60.0,neutral,rising,bearish,80.4,80.0,bull,overbought,none,above_mid,8.35,True,expanding,above,bullish,above,none,84.3,above0,-25.7,neutral,rising,bearish,71.6,neutral,24.752,23.48,1.273,above_signal,contracting_pos,bull,above,1241.82,1188.64,1022.53,bullish,rising,above,above,above,27.4,trending,+DI>-DI,rising,green_buy,none,37.64,2.96,contracting,1241.2,above,2.48,1277.07,1288.93,1260.13,1304.3,1208.4,mid_range
EXICOM,352,161.51,50.4,neutral,falling,none,35.5,39.3,bear,neutral,none,below_mid,14.13,True,contracting,above,bullish,above,none,-48.0,below0,-76.3,neutral,flat,none,68.9,neutral,3.152,4.729,-1.577,below_signal,expanding_neg,none,above,163.24,151.75,133.6,bullish,rising,below,above,above,24.2,transitional,+DI>-DI,falling,green_buy,none,9.93,6.15,contracting,168.77,below,-4.3,161.44,164.52,158.43,183.36,155.85,mid_range
DCMSIL,103,84.77,80.7,overbought,rising,none,100.0,100.0,none,overbought,none,above_upper,25.52,False,expanding,above,bullish,above,bull,118.9,strong_up,-0.0,overbought,rising,none,91.1,overbought,4.142,3.083,1.058,above_signal,expanding_pos,none,above,75.21,70.51,,n/a (short),n/a,above,above,n/a,31.4,trending,+DI>-DI,rising,green_buy,none,1.66,1.95,contracting,74.85,above,13.26,84.77,84.77,84.77,78.75,72.93,above_R2
AMAGI,122,562.8,58.5,neutral,flat,none,64.6,72.0,none,neutral,none,above_mid,18.14,True,contracting,above,bullish,above,none,36.1,above0,-59.4,neutral,rising,none,64.2,neutral,30.986,32.55,-1.563,below_signal,expanding_neg,bear,above,543.98,490.85,,n/a (short),n/a,above,above,n/a,59.8,trending,+DI>-DI,falling,green_buy,none,33.12,5.88,expanding,552.48,above,1.87,582.27,604.53,540.53,609.78,535.83,mid_range
DIVGIITTS,350,913.5,50.6,neutral,falling,none,40.2,48.3,none,neutral,none,below_mid,24.01,False,contracting,above,bullish,above,none,-13.8,below0,-82.3,oversold,falling,none,93.9,overbought,32.131,42.19,-10.059,below_signal,expanding_neg,bear,above,928.02,860.27,724.96,bullish,rising,below,above,above,39.2,trending,+DI>-DI,falling,green_buy,none,45.62,4.99,contracting,974.54,below,-6.26,923.75,940.45,896.8,1016.92,925.97,below_S1
GRANULES,351,880.8,67.1,neutral,flat,none,88.0,91.4,bear,overbought,none,above_mid,23.21,False,expanding,above,bullish,above,none,64.6,above0,-24.9,neutral,rising,none,77.4,neutral,34.24,30.672,3.569,above_signal,contracting_pos,none,above,849.39,795.65,667.66,bullish,rising,above,above,above,44.8,trending,+DI>-DI,rising,green_buy,none,23.72,2.69,contracting,842.77,above,4.51,884.57,898.98,866.38,916.27,848.97,mid_range
TBZ,352,258.13,78.1,overbought,rising,none,81.9,83.8,bear,overbought,none,above_mid,52.57,False,expanding,above,bullish,above,none,148.0,strong_up,-19.2,overbought,rising,none,93.5,overbought,21.554,16.181,5.373,above_signal,contracting_pos,none,above,218.0,190.57,171.11,bullish,rising,above,above,above,60.1,trending,+DI>-DI,rising,green_buy,none,14.56,5.64,expanding,234.64,above,10.01,258.65,263.48,253.31,251.2,196.31,above_R1
MACPOWER,351,1326.7,58.8,neutral,falling,none,42.4,51.2,none,neutral,none,above_mid,27.12,True,contracting,above,bullish,above,bull,7.8,above0,-80.0,neutral,falling,none,79.9,neutral,60.123,71.032,-10.909,below_signal,expanding_neg,bear,above,1293.72,1196.13,1038.76,bullish,rising,above,above,above,36.3,trending,+DI>-DI,falling,green_buy,none,67.32,5.07,contracting,1305.46,above,1.63,1330.53,1356.07,1301.17,1458.27,1296.87,mid_range
UNICHEMLAB,352,589.05,66.0,neutral,falling,none,64.0,63.8,bull,neutral,none,above_mid,59.19,False,expanding,above,bullish,above,none,78.0,above0,-41.0,neutral,rising,none,93.4,overbought,50.61,44.349,6.262,above_signal,contracting_pos,none,above,531.11,464.59,438.92,bullish,rising,above,above,above,50.3,trending,+DI>-DI,rising,green_buy,none,36.38,6.18,expanding,599.93,below,-1.81,588.07,604.18,572.93,732.62,499.47,mid_range
GRANDOAK,62,44.21,53.1,neutral,falling,none,20.3,18.2,bull,neutral,none,below_mid,32.16,True,contracting,n/a,n/a,n/a,n/a,-22.5,below0,-68.0,neutral,falling,none,67.6,neutral,1.654,2.906,-1.252,below_signal,contracting_neg,none,above,43.83,39.16,,n/a (short),n/a,above,above,n/a,22.9,transitional,-DI>+DI,falling,red_sell,sell_flip,2.89,6.54,contracting,48.38,below,-8.61,44.02,44.4,43.84,51.37,42.27,mid_range
MEGASTAR,351,337.35,46.3,neutral,falling,bearish,17.3,26.9,none,oversold,bearish,below_mid,15.82,True,contracting,above,bullish,above,none,-52.2,below0,-72.9,neutral,falling,none,63.3,neutral,6.727,12.592,-5.865,below_signal,expanding_neg,bear,above,350.95,330.37,281.0,bullish,rising,below,above,above,34.0,trending,-DI>+DI,falling,green_buy,none,20.02,5.93,expanding,360.21,below,-6.35,336.1,349.2,324.25,394.93,362.83,below_S1
CARYSIL,352,1170.4,51.7,neutral,rising,none,59.5,63.0,bear,neutral,none,below_mid,9.63,True,expanding,above,bearish,above,none,27.5,above0,-55.9,neutral,rising,none,66.4,neutral,17.969,19.952,-1.983,below_signal,expanding_neg,none,above,1169.67,1112.41,961.62,bullish,rising,above,above,above,25.7,trending,+DI>-DI,falling,green_buy,none,54.14,4.63,expanding,1195.91,below,-2.13,1187.8,1218.6,1139.6,1217.03,1106.13,mid_range
HAPPYFORGE,352,1595.3,64.1,neutral,rising,none,82.4,87.7,bear,overbought,none,above_mid,9.42,True,contracting,above,bullish,above,none,35.2,above0,-24.8,neutral,rising,bullish,67.8,neutral,45.325,42.138,3.187,above_signal,contracting_pos,none,above,1541.45,1467.13,1260.48,bullish,rising,above,above,above,34.2,trending,+DI>-DI,rising,green_buy,none,50.77,3.18,contracting,1541.76,above,3.47,1588.63,1617.87,1566.07,1630.3,1502.3,mid_range
KAMDHENU,352,33.54,65.9,neutral,falling,bearish,71.9,65.2,bull,neutral,bearish,above_mid,21.77,True,expanding,above,bullish,above,none,86.7,above0,-16.4,overbought,rising,none,74.0,neutral,1.372,1.375,-0.003,below_signal,contracting_neg,bear,above,31.13,28.67,26.32,bullish,rising,above,above,above,35.6,trending,+DI>-DI,rising,green_buy,none,1.63,4.87,expanding,31.45,above,6.66,33.18,34.36,32.36,34.65,31.2,mid_range
KIRLPNU,351,1696.0,42.5,neutral,falling,none,7.4,8.6,bear,oversold,none,below_mid,22.14,True,contracting,above,bearish,above,none,-70.0,below0,-93.3,oversold,falling,bullish,39.3,neutral,1.796,29.329,-27.533,below_signal,expanding_neg,none,above,1782.12,1695.15,1396.14,bullish,rising,below,above,above,20.7,transitional,-DI>+DI,falling,red_sell,none,74.15,4.37,contracting,1956.46,below,-13.31,1704.2,1737.3,1662.9,1853.53,1720.33,below_S1
SERVOTECH,352,99.8,52.1,neutral,falling,bullish,39.3,32.2,bull,neutral,none,above_mid,9.09,True,contracting,inside,bearish,above,bear,21.5,above0,-42.7,neutral,flat,none,83.1,overbought,-0.4,-0.044,-0.356,below_signal,contracting_neg,none,below,98.76,96.88,95.73,bullish,rising,above,above,above,15.0,choppy,+DI>-DI,falling,green_buy,none,4.16,4.17,contracting,99.81,below,-0.01,99.99,102.31,97.49,104.59,93.9,mid_range
SUYOG,350,849.85,54.7,neutral,falling,none,54.0,58.9,none,neutral,none,below_mid,14.36,True,contracting,above,bullish,above,bull,-1.6,below0,-54.0,neutral,falling,none,75.7,neutral,22.784,26.497,-3.713,below_signal,expanding_neg,bear,above,846.37,807.22,761.24,bullish,rising,above,above,above,26.6,trending,+DI>-DI,rising,green_buy,none,35.9,4.22,contracting,858.5,below,-1.01,849.27,865.48,833.63,908.23,848.68,mid_range
AETHER,352,1475.3,66.6,neutral,flat,none,76.6,72.0,bull,neutral,none,above_mid,22.83,False,contracting,above,bullish,above,bull,49.4,above0,-27.1,neutral,rising,none,81.5,overbought,75.814,70.927,4.887,above_signal,contracting_pos,none,above,1383.94,1277.17,1069.99,bullish,rising,above,above,above,47.4,trending,+DI>-DI,rising,green_buy,none,56.82,3.85,contracting,1370.62,above,7.64,1476.53,1500.47,1451.37,1591.2,1357.7,mid_range
FAZE3Q,351,560.6,44.0,neutral,falling,none,13.0,15.2,bear,oversold,none,below_mid,12.92,True,contracting,above,bullish,above,none,-77.8,below0,-92.4,oversold,falling,bullish,41.3,neutral,4.279,12.655,-8.377,below_signal,expanding_neg,none,above,580.63,553.45,500.2,bullish,rising,below,above,above,25.7,trending,-DI>+DI,falling,green_buy,none,23.88,4.26,contracting,602.49,below,-6.95,560.3,565.5,555.4,620.8,563.7,below_S1
ADANIENT,352,3160.7,59.4,neutral,flat,none,68.2,71.7,bear,neutral,none,above_mid,9.65,True,contracting,above,bullish,above,none,45.6,above0,-30.5,neutral,rising,none,59.5,neutral,65.934,74.3,-8.367,below_signal,expanding_neg,none,above,3100.75,2924.45,2529.64,bullish,rising,above,above,above,26.3,trending,+DI>-DI,falling,green_buy,none,79.84,2.53,contracting,3110.19,above,1.62,3161.83,3183.67,3138.87,3259.27,3041.07,mid_range
SKIPPER,351,538.8,48.6,neutral,falling,none,35.2,40.4,bear,neutral,none,below_mid,8.96,True,contracting,above,bearish,above,none,-26.7,below0,-81.0,oversold,falling,none,59.0,neutral,5.446,7.952,-2.506,below_signal,expanding_neg,none,above,546.56,523.01,469.69,bullish,rising,below,above,above,17.9,choppy,-DI>+DI,falling,green_buy,none,23.0,4.27,expanding,553.19,below,-2.6,544.83,555.82,527.82,584.32,517.37,mid_range
APCOTEXIND,351,529.1,55.4,neutral,rising,none,64.6,62.7,none,neutral,none,above_mid,10.32,True,contracting,above,bearish,above,none,55.2,above0,-38.0,neutral,flat,none,76.9,neutral,5.183,4.125,1.058,above_signal,expanding_pos,bull,above,518.68,498.99,429.21,bullish,rising,above,above,above,27.2,trending,+DI>-DI,falling,green_buy,none,21.77,4.12,expanding,526.05,above,0.58,531.07,538.13,522.03,529.1,488.4,mid_range
BANDHANBNK,352,213.25,56.2,neutral,rising,none,76.8,78.0,bear,neutral,none,above_mid,10.26,True,expanding,above,bullish,above,none,123.6,strong_up,-29.0,neutral,rising,bullish,72.7,neutral,2.468,1.558,0.91,above_signal,contracting_pos,bull,above,207.82,202.04,179.81,bullish,rising,above,above,above,15.6,choppy,+DI>-DI,rising,green_buy,none,7.16,3.36,expanding,207.02,above,3.01,213.69,215.65,211.3,216.26,199.28,mid_range
ELGIRUBCO,352,61.84,68.2,neutral,falling,none,78.1,70.7,bull,neutral,bearish,above_mid,45.41,False,expanding,above,bullish,above,bull,116.0,strong_up,-15.9,overbought,flat,none,78.1,neutral,3.139,2.349,0.79,above_signal,expanding_pos,none,above,55.34,51.82,51.25,bullish,rising,above,above,above,24.5,transitional,+DI>-DI,rising,green_buy,none,3.94,6.37,expanding,57.94,above,6.74,61.53,63.31,60.07,63.73,53.54,mid_range
ARROWGREEN,351,670.0,61.2,neutral,falling,none,82.5,83.8,none,overbought,none,above_mid,24.81,False,expanding,above,bullish,above,none,55.4,above0,-29.2,neutral,rising,none,75.0,neutral,32.006,31.236,0.77,above_signal,contracting_pos,none,above,647.05,596.67,545.3,bullish,rising,above,above,above,32.7,trending,+DI>-DI,falling,green_buy,none,29.97,4.47,contracting,647.42,above,3.49,676.4,687.6,658.8,734.8,624.9,mid_range
RAYMONDREL,262,683.3,56.2,neutral,falling,bearish,69.3,75.4,bear,neutral,none,above_mid,19.74,True,contracting,above,bullish,above,none,24.2,above0,-43.8,neutral,rising,none,75.1,neutral,27.6,27.939,-0.339,below_signal,expanding_neg,bear,above,669.81,618.0,580.99,bullish,rising,above,above,above,39.9,trending,+DI>-DI,rising,green_buy,none,32.96,4.82,contracting,677.8,above,0.81,685.2,698.1,670.4,727.07,663.57,mid_range
